Title (OPTIONAL),English Content,Gujurati Content,Transliteration Content,Gujarati Audio URL,Value,Sanskrit Content,Sanskrit Audio URL,Tier (Satsang Diksha Only)
Shloka 248,"On the day of Chaitra sud 9, one should offer pujan to Ramchandra Bhagwan. On the day of Shravan vad 8, one should offer pujan to Krishna Bhagwan.",ચૈત્ર સુદ નોમને દિવસે રામચંદ્ર ભગવાનનું પૂજન કરવું. શ્રાવણ વદ આઠમને દિવસે કૃષ્ણ ભગવાનનું પૂજન કરવું.,Chaitra sud nomne divase Rāmchandra Bhagwānnu pūjan karavu. Shrāvaṇ vad āṭhamne divase Kṛuṣhṇa Bhagwānnu pūjan karavu.,https://baps.box.com/shared/static/e2ab5n8dxyv5atl4q6d4e0gqpxf72okv.mp3,1,"Chaitra-shukla-navamyām hi kāryam Shrī-Rāma-pūjanam ।
Kṛiṣhṇā’ṣhṭamyām tu kartavyam Shrāvaṇe Kṛiṣhṇa-pūjanam ॥248॥",https://baps.box.com/shared/static/bit8i9x2irx73j0asyvy0ldhif91d2ej.mp3,shastri
Shloka 249,"On Shivratri, one should offer pujan to Shankar Bhagwan. On Bhadarva sud 4, one should offer pujan to Ganpati.",શિવરાત્રિને વિષે શંકર ભગવાનનું પૂજન કરવું. ભાદરવા સુદ ચોથને દિવસે ગણપતિનું પૂજન કરવું.,Shiva-rātrine viṣhe Shankar Bhagwānnu pūjan karavu. Bhādarvā sud chothne divase Gaṇpatinu pūjan karavu.,https://baps.box.com/shared/static/pwiln2endxly5mnep2s9sxt7f5qyta3v.mp3,1,"Shiva-rātrau hi kartavyam pūjanam Shankarasya cha ।
Gaṇesham Bhādra-shuklāyām chaturthyām pūjayet tathā ॥249॥",https://baps.box.com/shared/static/xoee1xnhckad30zfi48i3rhcoeg9wpz1.mp3,shastri
Shloka 250,"On Aso vad 14, one should offer pujan to Hanumanji. One should devoutly bow to the deities of any mandir that one comes across.",આસો વદ ચૌદશને દિવસ હનુમાનજીનું પૂજન કરવું. માર્ગે જતાં કોઈ મંદિર આવે તો તે દેવને ભાવથી પ્રણામ કરવા.,Āso vad chaudashne divas Hanumānjīnu pūjan karavu. Mārge jatā koī mandir āve to te devne bhāvthī praṇām karavā.,https://baps.box.com/shared/static/6odeer5tfroq618d243afh6r9mafcvav.mp3,1,"Mārutim Āshvine kṛuṣhṇa-chaturdashyām hi pūjayet ।
Mārge mandira-samprāptau tad-devam praṇamed hṛadā ॥250॥",https://baps.box.com/shared/static/lve10fxbeikk8pj2zf2l20hqjbhhg1cn.mp3,shastri
Shloka 251,"Vishnu, Shankar, Parvati, Ganpati and Surya – these five deities should be revered.","વિષ્ણુ, શંકર, પાર્વતી, ગણપતિ તથા સૂર્ય એ પાંચ દેવતા પૂજ્યપણે માનવા.","Viṣhṇu, Shankar, Pārvatī, Gaṇpati tathā Sūrya e pānch devatā pūjyapaṇe mānavā.",https://baps.box.com/shared/static/ua99ax1fy4aipcxnosmxuu7nb01h4j9l.mp3,1,"Viṣhṇush-cha Shankarash-chaiva Pārvatī cha Gajānanaha ।
Dina-karash-cha panchaitā mānyāh pūjyā hi devatāhā ॥251॥",https://baps.box.com/shared/static/sv6gj3xoi519tj7pzlmbj46dx4kihf88.mp3,shastri
Shloka 252,"One should have firm conviction in Akshar-Purushottam Ma- haraj. However, one should not disrespect any other deity. ",અક્ષરપુરુષોત્તમ મહારાજને વિષે દૃઢ નિષ્ઠા રાખવી. તેમ છતાં કોઈ પણ અન્ય દેવોની નિંદા ન કરવી.,Akṣhar-Puruṣhottam Mahārājne viṣhe dṛuḍh niṣhṭhā rākhavī. Tem chhatā koī paṇ anya devonī nindā na karavī.,https://baps.box.com/shared/static/n4a72g84s6h1hyqgvlb9qjmkgvkmeggx.mp3,1,"Pari-rakṣhed dṛaḍhām niṣhṭhām Akṣhara-Puruṣhottame ।
Tathā’pi naiva kartavyam devatā’ntara-nindanam ॥252॥",https://baps.box.com/shared/static/aw8uq505s5uv9nknvp2tre0n63webeym.mp3,shastri
Shloka 253,"One should not have contempt for other religions, sampradāys or their followers. One should never criticize them and should always treat them with respect.","અન્ય ધર્મો, સંપ્રદાયો કે તેમના અનુયાયીઓને વિષે દ્વેષ ન કરવો. તેમની નિંદા ન કરવી. તેમને સદા આદર આપવો.","Anya dharmo, sampradāyo ke temanā anuyāyīone viṣhe dveṣh na karavo. Temanī nindā na karavī. Temane sadā ādar āpavo.",https://baps.box.com/shared/static/kwn90azce4fv0vf5r3gwo8d1wqpv0gil.mp3,1,"Dharmā vā sampradāyā vā ye’nye tad-anuyāyinaha ।
Na te dveṣhyā na te nindyā ādartavyāsh-cha sarvadā ॥253॥",https://baps.box.com/shared/static/a2pwtc3hqkqnnjbj9p4babi3etx9kfpz.mp3,shastri
Shloka 254,"One should never disrespect mandirs, shastras or sadhus. One should honour them appropriately according to one’s capacity. ","મંદિરો, શાસ્ત્રો અને સંતોની ક્યારેય નિંદા ન કરવી. પોતાની શક્તિ પ્રમાણે તેમનો યથોચિત સત્કાર કરવો.","Mandiro, shāstro ane santonī kyārey nindā na karavī. Potānī shakti pramāṇe temano yathochit satkār karavo.",https://baps.box.com/shared/static/a8buh0q7k9b8axlte2x1khtqzmx5sh42.mp3,1,"Mandirāṇi cha shāstrāṇi santas-tathā kadāchana ।
Na nindyāste hi satkāryā yathā-shakti yathochitam ॥254॥",https://baps.box.com/shared/static/1q4nldq0vzrubuep6m2nbbxw5bqspz6t.mp3,shastri
Shloka 255,"Whichever acts of self-control, fasts and other austerities are undertaken, they should be performed only as bhakti and with the intent to solely please Bhagwan.","સંયમ, ઉપવાસ ઇત્યાદિ જે જે તપનું આચરણ કરવું તે તો કેવળ ભગવાનને રાજી કરવા તથા ભક્તિ માટે જ કરવું.","Sanyam, upavās ityādi je je tapnu ācharaṇ karavu te to kevaḷ Bhagwānne rājī karavā tathā bhakti māṭe ja karavu.",https://baps.box.com/shared/static/7ukomsum1xdxj8y434sghvs0vp8aryne.mp3,1,"Sanyam-anopavāsādi yad-yat-tapah samācharet ।
Prasādāya Hares-tat tu bhaktyartham eva kevalam ॥255॥",https://baps.box.com/shared/static/dk9b7b526supzqjcl4oo3gcqmh8i3qqp.mp3,shastri
Shloka 256,"One should always observe the ekādashi fast with utmost reverence. On this day, prohibited items should never be consumed.",એકાદશીનું વ્રત સદાય પરમ આદર થકી કરવું. તે દિવસે નિષિદ્ધ વસ્તુ ક્યારેય ન જમવી.,Ekādashīnu vrat sadāy param ādar thakī karavu. Te divase niṣhiddha vastu kyārey na jamavī.,https://baps.box.com/shared/static/cfg1csj9jcbaqplt66a1gur3jwbnigw4.mp3,1,"Ekādashyā vratam nityam kartavyam param-ādarāt ।
Tad-dine naiva bhoktavyam niṣhiddham vastu karhichit ॥256॥",https://baps.box.com/shared/static/igkft2gwolpddbbww1w35l0gt1sjtbov.mp3,shastri
Shloka 257,"While fasting, one should endeavour to give up sleep during daytime. Sleeping during daytime destroys the merits earned by the austerity of fasting.",ઉપવાસને વિષે દિવસની નિદ્રાનો પ્રયત્નપૂર્વક ત્યાગ કરવો. દિવસે લીધેલી નિદ્રાથી ઉપવાસરૂપી તપ નાશ પામે છે.,Upavāsne viṣhe divasnī nidrāno prayatna-pūrvak tyāg karavo. Divase līdhelī nidrāthī upavāsrūpī tap nāsh pāme chhe.,https://baps.box.com/shared/static/d6jbor4dt6x4ec72en5e5i7uayc5l1el.mp3,1,"Upavāse divā-nidrām prayatnatah pari-tyajet ।
Divasa-nidrayā nashyed upavāsātmakam tapaha ॥257॥",https://baps.box.com/shared/static/o05csv1ptzk2dc91nhhpmxfqea4dl17a.mp3,shastri
Shloka 258-259,"If one desires to go on a pilgrimage to the places sanctified by Bhagwan Swaminarayan or the Aksharbrahman gurus, one should do so according to one’s means and preferences.","ભગવાન સ્વામિનારાયણે પોતે જે સ્થાનોને પ્રસાદીભૂત કર્યાં છે, અક્ષરબ્રહ્મસ્વરૂપ ગુરુઓએ જે સ્થાનોને પ્રસાદીભૂત કર્યાં છે, તે સ્થાનોની યાત્રા કરવાની ઇચ્છા હોય તેણે પોતાની શક્તિ અને રુચિ પ્રમાણે કરવી.","Bhagwān Swāminārāyaṇe pote je sthānone prasādībhūt karyā chhe, Akṣharbrahma-swarūp guruoe je sthānone prasādībhūt karyā chhe, te sthānonī yātrā karavānī ichchhā hoy teṇe potānī shakti ane ruchi pramāṇe karavī.",https://baps.box.com/shared/static/myprz8mrai6iixtr0btf8ekisdveo1iw.mp3,2,"Swāminārāyaṇeneha swayam yaddhi prasāditam ।
Gurubhish-chā’kṣhara-Brahma-swarūpair yat prasāditam ॥258॥
Teṣhām sthāna-visheṣhāṇām yātrām kartum ya ichchhati ।
Tad yātrām sa janah kuryād yathā-shakti yathā-ruchi ॥259॥",https://baps.box.com/shared/static/ni7oubtywpocqv9bg1xcocig8jmhij96.mp3,shastri
Shloka 260,"One may go on a pilgrimage to Ayodhya, Mathura, Kashi, Kedarnath, Badrinath, Rameshwar and other sacred places according to one’s means and preferences.","અયોધ્યા, મથુરા, કાશી, કેદારનાથ, બદરીનાથ તથા રામેશ્વર ઇત્યાદિ તીર્થોની યાત્રાએ પોતાની શક્તિ અને રુચિ પ્રમાણે જવું.","Ayodhyā, Mathurā, Kāshī, Kedārnāth, Badrīnāth tathā Rāmeshvar ityādi tīrthonī yātrāe potānī shakti ane ruchi pramāṇe javu.",https://baps.box.com/shared/static/d5fbb7os0dnjghfpl7yef3e7269uqcjy.mp3,1,"Ayodhyām Mathurām Kāshīm Kedāram Badarīm vrajet ।
Rāmeshvarādi tīrtham cha yathā-shakti yathā-ruchi ॥260॥",https://baps.box.com/shared/static/c8ig7wb4sy4ur0ltk8zidhliqxdijwgk.mp3,shastri
Shloka 261,"After arriving at the mandir, all should certainly follow its disciplines. Males should not touch females and females should not touch males. ",મંદિરમાં આવેલ સૌ કોઈએ મર્યાદાનું પાલન અવશ્ય કરવું. મંદિરને વિષે આવેલ પુરુષોએ સ્ત્રીનો સ્પર્શ ન કરવો તથા સ્ત્રીઓએ પુરુષનો સ્પર્શ ન કરવો.,Mandirmā āvel sau koīe maryādānu pālan avashya karavu. Mandirne viṣhe āvel puruṣhoe strīno sparsh na karavo tathā strīoe puruṣhno sparsh na karavo.,https://baps.box.com/shared/static/7ekap3d1v6r11q1n37yy8veytvl7inyl.mp3,1,"Maryādā pālanīyaiva sarvair mandiram āgataihi ।
Nāryo naiva naraih spṛushyā nārībhish-cha narās-tathā ॥261॥",https://baps.box.com/shared/static/1krhr9lyyj9jaiuqhy4q0wts42tz97d5.mp3,shastri
Shloka 262,"At the mandir, males and females should always dress according to the norms of satsang.",સ્ત્રીઓ તથા પુરુષોએ હંમેશાં સત્સંગના નિયમ અનુસાર મંદિરને વિષે વસ્ત્રો પહેરવાં.,Strīo tathā puruṣhoe hammeshā satsangnā niyam anusār mandirne viṣhe vastro paheravā.,https://baps.box.com/shared/static/sknvurltpu7kdv95aqglspfx49s12fn7.mp3,1,"Niyamam anusṛutyaiva satsangasya tu mandire ।
Vastrāṇi pari-dheyāni strībhih pumbhish-cha sarvadā ॥262॥",https://baps.box.com/shared/static/zl1rewv405q4dcdfvi3m6qeol0be1ehd.mp3,shastri
Shloka 263,A devotee should never go empty-handed for the darshan of Bhagwan or the guru.,ભક્તજને ભગવાન કે ગુરુનાં દર્શને ક્યારેય ખાલી હાથે ન જવું.,Bhaktajane Bhagwān ke gurunā darshane kyārey khālī hāthe na javu.,https://baps.box.com/shared/static/9uchm0670lc5qqp5fbhc59wwwu615ggn.mp3,1,"Gachchhed yadā darshanārtham bhakta-jano Harer guroho ।
Riktena pāṇinā naiva gachchhet tadā kadāchana ॥263॥",https://baps.box.com/shared/static/ffxe09nroft8iitf613ftpgyzjzf6lbi.mp3,shastri
Shloka 264-265,"During a solar or lunar eclipse, all satsangis should discontinue all activities and en gage in Bhagwan’s bhajan. During that time, one should not sleep or eat, but sit in one place to sing kirtans dedicated to Bhagwan and undertake other forms of devotion until the eclipse is over.",સર્વે સત્સંગીઓએ સૂર્ય કે ચન્દ્રના ગ્રહણ કાળે સર્વ ક્રિયાઓનો ત્યાગ કરી ભગવાનનું ભજન કરવું. તે સમયે નિદ્રા તથા ભોજનનો ત્યાગ કરીને એક સ્થળે બેસીને ગ્રહણ પૂર્ણ થાય ત્યાં સુધી ભગવત્કીર્તનાદિ કરવું.,Sarve satsangīoe sūrya ke chandranā grahaṇ kāḷe sarva kriyāono tyāg karī Bhagwānnu bhajan karavu. Te samaye nidrā tathā bhojanno tyāg karīne ek sthaḷe besīne grahaṇ pūrṇa thāy tyā sudhī bhagwat-kīrtanādi karavu.,https://baps.box.com/shared/static/ao1nm5hklffedw0ckoe40dyovicl49v0.mp3,2,"Āditya-chandrayor grāha-kāle satsangibhih samaihi ।
Pari-tyajya kriyāhā sarvāh kartavyam bhajanam Harehe ॥264॥
Nidrām cha bhojanam tyaktvā tadaikatropavishya cha ।
Kartavyam grāha-muktyantam Bhagavat-kīrtanādikam ॥265॥",https://baps.box.com/shared/static/aqu02u8nnp3xckul5v5vnq6jjyq1aoa2.mp3,shastri
Shloka 266,"When the eclipse is over, all should bathe and soak the clothes they are wearing. Thereafter, renunciants should perform puja and householder devotees should give donations.",ગ્રહણની મુક્તિ થયે સર્વ જનોએ સવસ્ત્ર સ્નાન કરવું. ત્યાગીઓએ ભગવાનની પૂજા કરવી અને ગૃહસ્થોએ દાન કરવું.,Grahaṇnī mukti thaye sarva janoe savastra snān karavu. Tyāgīoe Bhagwānnī pūjā karavī ane gṛuhasthoe dān karavu.,https://baps.box.com/shared/static/wk84ijmdzpuajg5llreagbvfdru5qx1u.mp3,1,"Grāha-muktau sa-vastram hi kāryam snānam samair janaihi ।
Tyāgibhish-cha Harihi pūjyo deyam dānam gṛuhasthitaihi ॥266॥",https://baps.box.com/shared/static/g4ul90ojzd5pnhdu1asr7tqgecgxcvl4.mp3,shastri
Shloka 267,"One should perform rituals related to birth, death and shrāddh according to the Satsang tradition.",જન્મ-મરણની સૂતક તથા શ્રાદ્ધ વગેરે વિધિઓ સત્સંગની રીતને અનુસરી પાળવી.,Janma-maraṇnī sūtak tathā shrāddha vagere vidhio satsangnī rītne anusarī pāḷavī.,https://baps.box.com/shared/static/ikgow5jsx1zfx1losild6wknwnlqwc6t.mp3,1,"Janmano maraṇasyā’pi vidhayah sūtakādayaha ।
Satsanga-rītim-āshritya pālyāh shrāddhā-dayas-tathā ॥267॥",https://baps.box.com/shared/static/kiyoue4k0tyxvaxu8s0f68y8ec3v7rg6.mp3,shastri
Shloka 268,"If one has acted immorally, one should piously atone to please Bhagwan.",કોઈ અયોગ્ય આચરણ થઈ જાય ત્યારે ભગવાનને રાજી કરવા શુદ્ધ ભાવે પ્રાયશ્ચિત્ત કરવું.,Koī ayogya ācharaṇ thaī jāy tyāre Bhagwānne rājī karavā shuddha bhāve prāyashchitta karavu.,https://baps.box.com/shared/static/rxdrgq2luo2ck2z0eab9zxket5wdm1f8.mp3,1,"Prāyash-chittam anuṣhṭheyam jāte tvayogya-vartane ।
Paramātma-prasādārtham shuddhena bhāvatas-tadā ॥268॥",https://baps.box.com/shared/static/ztydxjdxmlvvdi4ee0z78z1bdwjzediv.mp3,shastri
Shloka 269,One should follow the rules described for emergencies only in times of crisis. Do not give up one’s dharma by considering minor difficulties to be major.,આપત્કાળમાં જ આપદ્ધર્મ આચરવો. અલ્પ આપત્તિને મોટી આપત્તિ માની લઈ ધર્મનો ત્યાગ ન કરવો.,Āpatkāḷmā ja āpaddharma ācharavo. Alp āpattine moṭī āpatti mānī laī dharmano tyāg na karavo.,https://baps.box.com/shared/static/rxwf60s161gvoas0ojqv11k4yug579az.mp3,1,"Āpat-kāle tu satyeva hyāpado dharmam ācharet ।
Alpāpattim mahāpattim matvā dharmam na san-tyajet ॥269॥",https://baps.box.com/shared/static/0014lzgvwi4gdakvj4hundhzyl47pk35.mp3,shastri
Shloka 270,"When agonizing calamities arise, one should derive strength from Bhagwan and act to protect oneself and others.",કષ્ટ આપે તેવી આપત્તિ આવી પડે ત્યારે ભગવાનનું બળ રાખી જે રીતે પોતાની તથા અન્યની રક્ષા થાય તેમ કરવું.,Kaṣhṭ āpe tevī āpatti āvī paḍe tyāre Bhagwānnu baḷ rākhī je rīte potānī tathā anyanī rakṣhā thāy tem karavu.,https://baps.box.com/shared/static/9w8mbqn39g2pqazenq0fvainh421oe8g.mp3,1,"Āpattau kaṣhṭa-dāyām tu rakṣhā svasya parasya cha ।
Yathaiva syāt tathā kāryam rakṣhatā Bhagavad-balam ॥270॥",https://baps.box.com/shared/static/lfrii8u90geag08kd1ttcukvx4d4hffy.mp3,shastri
Shloka 271,"When faced with circumstances that may result in death, one who is wise should act according to the guru’s teachings to protect one’s life and live peacefully.",વિવેકી મનુષ્યે પ્રાણનો નાશ થાય તેવી આપત્તિ આવી પડે ત્યારે ગુરુના આદેશોને અનુસરીને પ્રાણની રક્ષા કરવી અને સુખે રહેવું.,Vivekī manuṣhye prāṇno nāsh thāy tevī āpatti āvī paḍe tyāre gurunā ādeshone anusarīne prāṇnī rakṣhā karavī ane sukhe rahevu.,https://baps.box.com/shared/static/dssz8hvlhpjskgic28bsvzh7zx969v7x.mp3,1,"Āpattau prāṇa-nāshinyām prāptāyām tu vivekinā ।
Gurvādeshā’nusāreṇa prāṇān rakṣhet sukham vaset ॥271॥",https://baps.box.com/shared/static/26i4dokzyz84rf3ghjgu615qcynxxq4m.mp3,shastri
Shloka 272-273,"As per their prevailing location, time, age and abilities, all satsangis should genuinely act, atone and engage in dealings according to the traditions of the Satsang and the guru’s instructions. ","સર્વે સત્સંગી જનોએ સત્સંગની રીત પ્રમાણે, ગુરુના આદેશ અનુસાર, પરિશુદ્ધ ભાવથી દેશ, કાળ, અવસ્થા તથા પોતાની શક્તિ પ્રમાણે આચાર, વ્યવહાર અને પ્રાયશ્ચિત કરવાં.","Sarve satsangī janoe satsangnī rīt pramāṇe, gurunā ādesh anusār, parishuddha bhāvthī desh, kāḷ, avasthā tathā potānī shakti pramāṇe āchār, vyavahār ane prāyashchit karavā.",https://baps.box.com/shared/static/l1jk0ftht3172qsvjf7n77odfm4tin39.mp3,2,"Satsanga-rītim-āshritya gurvādeshā’nusārataha ।
Pari-shuddhena bhāvena sarvaih satsangibhir janaihi ॥272॥
Desham kālam avasthām cha sva-shaktim anusṛutya cha ।
Āchāro vyavahārash-cha prāyash-chittam vidhīyatām ॥273॥",https://baps.box.com/shared/static/e8zxbh8nreddas8rkj04lfw5wnxet893.mp3,shastri
Shloka 274,Observing dharma and niyams elevates the quality of one’s life and also inspires others to live righteously. ,ધર્મ-નિયમ પાળવાથી જીવન ઉન્નત થાય છે અને અન્યને પણ સદાચાર પાળવાની પ્રેરણા મળે છે.,Dharma-niyam pāḷavāthī jīvan unnat thāy chhe ane anyane paṇ sadāchār pāḷavānī preraṇā maḷe chhe.,https://baps.box.com/shared/static/6tgq7si47kcymlfskg9zb4f1fp9bkd9s.mp3,1,"Jīvanam unnatim yāti dharma-niyama-pālanāt ।
Anyashchā’pi sadāchāra-pālane prerito bhavet ॥274॥",https://baps.box.com/shared/static/jggkpmawhmr7bmng2y9e6s1fdhlea1t9.mp3,shastri
Shloka 275,"Devotees of Bhagwan should never fear evil spirits, such as bhuts, prets or pishāchas. They should give up such apprehensions and live happily.","ભગવાનના ભક્તે ક્યારેય ભૂત, પ્રેત, પિશાચ આદિની બીક ન રાખવી. આવી આશંકાઓનો ત્યાગ કરીને સુખે રહેવું.","Bhagwānnā bhakte kyārey bhūt, pret, pishāch ādinī bīk na rākhavī. Āvī āshankāono tyāg karīne sukhe rahevu.",https://baps.box.com/shared/static/5ey6n0ed7wm1mwald1ug2ltwul7a7oov.mp3,1,"Bhūta-preta-pishāchāder bhayam kadāpi nā’pnuyāt ।
Īdṛuk shankāh pari-tyajya haribhaktah sukham vaset ॥275॥",https://baps.box.com/shared/static/legtppvwa5jhev6oj7qvcokcwdwoq2en.mp3,shastri
Shloka 276,"On auspicious and inauspicious occasions, one should recite the sacred ‘Sahajanand Namavali’ while understanding its glory.",શુભ તથા અશુભ પ્રસંગોને વિષે મહિમાએ સહિત પવિત્ર સહજાનંદ નામાવલીનો પાઠ કરવો.,Shubh tathā ashubh prasangone viṣhe mahimāe sahit pavitra Sahajānand Nāmāvalīno pāṭh karavo.,https://baps.box.com/shared/static/w3ikqjyrsrpokbwlc7tiblh0jqcvvd9k.mp3,1,"Shubhā’shubha-prasangeṣhu mahima-sahitam janaha ।
Pavitrām Sahajānanda-Nāmāvalim paṭhet tathā ॥276॥",https://baps.box.com/shared/static/sufqtp6f7yml6q043uvpm4fjk7fxvec4.mp3,shastri
Shloka 277,"Kāl, karma and māyā can never harm those who have taken refuge in satsang. ","જેઓને સત્સંગનો આશ્રય થયો છે તેમનું કાળ, કર્મ કે માયા ક્યારેય અનિષ્ટ કરવા સમર્થ થતાં જ નથી.","Jeone satsangno āshray thayo chhe temanu kāḷ, karma ke māyā kyārey aniṣhṭ karavā samarth thatā ja nathī.",https://baps.box.com/shared/static/v6e3ndcygpu5x79k468h0kac8yvek108.mp3,1,"Kālo vā karma vā māyā prabhaven-naiva karhichit ।
Aniṣhṭa-karaṇe nūnam satsangā’shraya-shālinām ॥277॥",https://baps.box.com/shared/static/1lw6cq70ckjramqtxcy9j9cic8g0y96f.mp3,shastri
Shloka 278,"Satsangis should always renounce inappropriate indulgence in the sense pleasures, addictions and superstitions.","સત્સંગીઓએ અયોગ્ય વિષયો, વ્યસનો તથા વહેમનો સદાય ત્યાગ કરવો.","Satsangīoe ayogya viṣhayo, vyasano tathā vahemno sadāy tyāg karavo.",https://baps.box.com/shared/static/8gvo7j04pti2fbzkaum280bczg929yno.mp3,1,"Ayogya-viṣhayāsh-chaivam ayogya-vyasanāni cha ।
Āshankāh sampari-tyājyāh satsangam āshritaih sadā ॥278॥",https://baps.box.com/shared/static/243x5bjgfzjpobdea8pdph38bc7sm5xz.mp3,shastri
Shloka 279,"Do not believe kāl, karma and other factors to be the doers. One should realize Akshar-Purushottam Maharaj as the all-doer.","કાળ, કર્મ આદિનું કર્તાપણું ન માનવું. અક્ષરપુરુષોત્તમ મહારાજને સર્વકર્તા માનવા.","Kāḷ, karma ādinu kartāpaṇu na mānavu. Akṣhar-Puruṣhottam Mahārājne sarva-kartā mānavā.",https://baps.box.com/shared/static/2myg3b5a7oke3kuboc3rl260y1qeh2n0.mp3,1,"Naiva manyeta kartṛutvam kāla-karmādikasya tu ।
Manyeta sarva-kartāram Akṣhara-Puruṣhottamam ॥279॥",https://baps.box.com/shared/static/3ahhnm18fp7cufi89gwj4yvfmwsbsyac.mp3,shastri
Shloka 280,"In difficult times, one should remain patient, offer prayers, persevere and keep firm faith in Akshar-Purushottam Maharaj.","વિપત્તિ આવે ત્યારે ધીરજ રાખવી, પ્રાર્થના કરવી, પ્રયત્ન કરવો અને અક્ષરપુરુષોત્તમ મહારાજને વિષે દૃઢ વિશ્વાસ રાખવો.","Vipatti āve tyāre dhīraj rākhavī, prārthanā karavī, prayatna karavo ane Akṣhar-Puruṣhottam Mahārājne viṣhe dṛuḍh vishvās rākhavo.",https://baps.box.com/shared/static/5z9kgox04keft5i6flnrwtq7udtmuffa.mp3,1,"Vipattiṣhu dhared dhairyam prārthanam yatnam ācharet ।
Bhajeta dṛaḍha-vishvāsam Akṣhara-Puruṣhottame ॥280॥",https://baps.box.com/shared/static/m5eegdv1iq55nhst8v09lyg3qstfokbm.mp3,shastri
Shloka 281,Those who wish to join the sadhu ashram should receive initiation from the Aksharbrahman guru. All sadhus should always observe eight-fold brahmacharya.,ત્યાગાશ્રમ ગ્રહણ કરવાની ઇચ્છા હોય તેમણે અક્ષરબ્રહ્મસ્વરૂપ ગુરુ પાસે દીક્ષા ગ્રહણ કરવી. સર્વે ત્યાગીઓએ સદા અષ્ટપ્રકારે બ્રહ્મચર્ય પાળવું.,Tyāgāshram grahaṇ karavānī ichchhā hoy temaṇe Akṣharbrahma-swarūp guru pāse dīkṣhā grahaṇ karavī. Sarve tyāgīoe sadā aṣhṭa-prakāre brahmacharya pāḷavu.,https://baps.box.com/shared/static/t0webwnzqrwkxcggokzlcyeoowchgxht.mp3,1,"Tyāgā’shramechchhunā dīkṣhā grāhyā Brahmā’kṣharād guroho ।
Brahma-charyam sadā sarvaih pālyam tyāgibhir aṣhṭadhā ॥281॥",https://baps.box.com/shared/static/9aa80xxapkuj4q0t4k7d2viwrmp22do2.mp3,shastri
Shloka 282,Renunciants should renounce money and should not keep it as their own. They should not even touch money.,ત્યાગીઓએ ધનનો ત્યાગ કરવો અને પોતાનું કરીને રાખવું નહીં. ધનનો સ્પર્શ પણ ન જ કરવો.,Tyāgīoe dhanno tyāg karavo ane potānu karīne rākhavu nahī. Dhanno sparsh paṇ na ja karavo.,https://baps.box.com/shared/static/7r7qczetrcgcqmjxarxe39de2yqpwktp.mp3,1,"Dhanam tu tyāgibhis-tyājyam rakṣhyam svīyatayā na cha ।
Spṛushyam naivā’pi vittam cha tyāgibhis-tu kadāchana ॥282॥",https://baps.box.com/shared/static/crc5cwnfa5lrk1qze7tciilervimoyzb.mp3,shastri
Shloka 283-284,"To increase their love for Akshar-Purushottam Maharaj, renunciants should always imbibe the virtues of nishkām, nirlobh, nissvād, nissneh, nirmān, and the other ascetic qualities.","ત્યાગીઓએ અક્ષરપુરુષોત્તમ મહારાજને વિષે પ્રીતિ વધારવા સારુ સદા નિષ્કામપણું, નિર્લોભપણું, નિઃસ્વાદપણું, નિઃસ્નેહપણું, નિર્માનપણું તથા ત્યાગીના અન્ય ગુણો ધારણ કરવા.","Tyāgīoe Akṣhar-Puruṣhottam Mahārājne viṣhe prīti vadhāravā sāru sadā niṣhkāmpaṇu, nirlobhpaṇu, nihswādpaṇu, nihsnehpaṇu, nirmānpaṇu tathā tyāgīnā anya guṇo dhāraṇ karavā.",https://baps.box.com/shared/static/fcx86miuv6tkdlytug5cetu7y870sx5v.mp3,2,"Tyāgibhih prīti-vṛuddhyartham Akṣhara-Puruṣhottame ।
Niṣhkāmatvam sadā dhāryam nirlobhatvam sadaiva cha ॥283॥
Nihsvādatvam sadā dhāryam nihsnehatvam tathaiva cha ।
Nirmānatvam sadā dhāryam anye cha tyāgino guṇāhā ॥284॥",https://baps.box.com/shared/static/afpm25khad8m83itbt4iakw633smewen.mp3,shastri
Shloka 285,Renunciants should identify their ātmā with Brahman and always offer devotion to Swaminarayan Bhagwan with divyabhāv.,ત્યાગીઓએ પોતાના આત્માની બ્રહ્મ સંગાથે એકતા પ્રાપ્ત કરીને દિવ્યભાવે સદાય સ્વામિનારાયણ ભગવાનને ભજવા.,Tyāgīoe potānā ātmānī brahma sangāthe ekatā prāpt karīne divyabhāve sadāy Swāminārāyaṇ Bhagwānne bhajavā.,https://baps.box.com/shared/static/hd9ea6rtgles3337s2rpbi0du3nb4hru.mp3,1,"Svā’tma-brahmaikatām prāpya Swāminārāyaṇo Harihi ।
Sarvadā bhajanīyo hi tyāgibhir divyabhāvataha ॥285॥",https://baps.box.com/shared/static/zyxmfk96y1hr2qnucra4h1j3bspqqz64.mp3,shastri
